Titel,Werktitel,Übersetzter Titel,Autor*in,Mitwirkende/r,Digitalisat,Inhaltstyp,Hochschulschrift,Inhaltstyp,Inhalt,Beschreibung,Verknüpfte Titel,Anmerkungen,Serie,Verlag,Erschienen,Verlauf,Ausgabe,Nachdruck,Format,Häufigkeit,Sprache,Gebunden mit,Rechte,Thema,MESH Schlagwörter,Klassifikation,Ist enthalten in,Kursinformationen,Anmerkungen,Anmerkungen,Thema,Identifikator,Lokale Signatur,Quelle,Link
Improving bluetooth beacon-based indoor location and fingerprinting,,,"Martins, Pedro   Abbasi, Maryam   Sá, Filipe   Cecílio, José   Morgado, Francisco   Caldeira, Filipe",,,,,,,"The complex way radio waves propagate indoors, leads to the derivation of location using fingerprinting techniques. In this cases, location is computed relying on WiFi signals strength mapping. Recent Bluetooth low energy (BLE) provides new opportunities to explore positioning. In this work is studied how BLE beacons radio signals can be used for indoor location scenarios, as well as their precision. Additionally, this paper also introduces a method for beacon-based positioning, based on signal strength measurements at key distances for each beacon. This method allows to use different beacon types, brands, and location conditions/constraints. Depending on each situation (i.e., hardware and location) it is possible to adapt the distance measuring curve to minimize errors and support higher distances, while at the same time keeping good precision. Moreover, this paper also presents a comparison with traditional positioning method, using formulas for distance estimation, and the position triangulation. The proposed study is performed inside the campus of Viseu Polytechnic Institute, and tested using a group of students, each with his smart-phone, as proof of concept. Experimental results show that BLE allows having ",,,,Berlin/Heidelberg: Springer Berlin Heidelberg,,,,,,,Englisch,,"Springer-Verlag GmbH Germany, part of Springer Nature 2019 Springer-Verlag GmbH Germany, part of Springer Nature 2019.",Advertising    Artificial intelligence    Communication    Computational intelligence    Computer science    Engineering    Fingerprints    Radio waves    Smartphones    Technology    Telecommunication    Triangulation,,,"Journal of ambient intelligence and humanized computing, 2020-10, Vol.11 (10), p.3907-3919",,,,,ISSN: 1868-5137 ISSN: 1868-5145 EISSN: 1868-5145 DOI: 10.1007/s12652-019-01626-2,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1007_s12652_019_01626_2
Improving bluetooth beacon-based indoor location and fingerprinting,,,"Martins, Pedro   Abbasi, Maryam   Sá, Filipe   Cecílio, José   Morgado, Francisco   Caldeira, Filipe",,,,,,,"The complex way radio waves propagate indoors, leads to the derivation of location using fingerprinting techniques. In this cases, location is computed relying on WiFi signals strength mapping. Recent Bluetooth low energy (BLE) provides new opportunities to explore positioning. In this work is studied how BLE beacons radio signals can be used for indoor location scenarios, as well as their precision. Additionally, this paper also introduces a method for beacon-based positioning, based on signal strength measurements at key distances for each beacon. This method allows to use different beacon types, brands, and location conditions/constraints. Depending on each situation (i.e., hardware and location) it is possible to adapt the distance measuring curve to minimize errors and support higher distances, while at the same time keeping good precision. Moreover, this paper also presents a comparison with traditional positioning method, using formulas for distance estimation, and the position triangulation. The proposed study is performed inside the campus of Viseu Polytechnic Institute, and tested using a group of students, each with his smart-phone, as proof of concept. Experimental results show that BLE allows having ",,,,Berlin/Heidelberg: Springer Berlin Heidelberg,,,,,,,Englisch,,"Springer-Verlag GmbH Germany, part of Springer Nature 2019 Springer-Verlag GmbH Germany, part of Springer Nature 2019.",Advertising    Artificial intelligence    Communication    Computational intelligence    Computer science    Engineering    Fingerprints    Radio waves    Smartphones    Technology    Telecommunication    Triangulation,,,"Journal of ambient intelligence and humanized computing, 2020-10, Vol.11 (10), p.3907-3919",,,,,ISSN: 1868-5137 ISSN: 1868-5145 EISSN: 1868-5145 DOI: 10.1007/s12652-019-01626-2,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1007_s12652_019_01626_2
Design and Implementation of Indoor Positioning System using Bluetooth Low Energy,,,"Hu, Xianfeng   Yu, Kun-Ming   Chuang, Ken H.   Hsu, Huan-Po   Liu, Chung-Hsing   Tung, Shang-Wei   Chen, Yen-Chiu   Lei, Ming-Yuan   Tsai, Nancy",,,,,,,"Most of the positioning systems nowadays require GPS. In indoor environments, however, GPS signals cannot be received properly due to the obstructions of the walls in the building. Therefore, other techniques such as RFID, Zigbee, WIFI or Bluetooth, are used based on the power loss, cost, or transmission range considerations. Our study, conducted at the AI+ Experience Center of Chung Hua University, adopts Bluetooth 5.0-based equipment and uses the received signal strength indication (RSSI) and triangulation method to perform indoor positioning. Our results show that Bluetooth positioning is more accurate in the sense that when the distance is within 1∼3 meters, the error with the actual position is about 1 meter, which is more accurate than the RFID or WIFI positioning with the error of 2∼3 meters.",,,,Bristol: IOP Publishing,,,,,,,Englisch,,"Published under licence by IOP Publishing Ltd 2020. This work is published under http://creativecommons.org/licenses/by/3.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.",Triangulation,,,"IOP conference series. Materials Science and Engineering, 2020-03, Vol.790 (1), p.12009",,,,,ISSN: 1757-8981 ISSN: 1757-899X EISSN: 1757-899X DOI: 10.1088/1757-899X/790/1/012009,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_journals_2562241660
A WiFi-Based Weighted Screening Method for Indoor Positioning Systems,,,"Liu, Hung-Huan   Lo, Wei-Hsiang   Tseng, Chih-Cheng   Shin, Haw-Yun",,,,,,,"Past studies of WiFi-based indoor positioning systems (IPS) have mainly been divided into three types of positioning: proximity, trilateration, and scene analysis. This paper proposes a WiFi-based weighted screening method (WSM) to improve displacement error in trilateration. WSM is designed for part of pedestrian navigation in indoor environment which most likely use smart phone as the WiFi signal detector. Thus the less computational power consuming, irregular deploying position of APs and the irregular RSSI variation are all take into consideration when designing WSM. Experiment results show that this method performs better than conventional matrix method and the error correction algorithm, one trilateration in IPS.",,,,Boston: Springer US,,,,,,,Englisch,,Springer Science+Business Media New York 2014 2015 INIST-CNRS,Algorithms    Artificial intelligence    Computer networks    Displacement    Engineering    Methodology    Methods    Navigation    Pedestrians    Realtime . . .    Smartphones    Technology    Telecommunication,,,"Wireless personal communications, 2014-11, Vol.79 (1), p.611-627",,,,,ISSN: 0929-6212 ISSN: 1572-834X EISSN: 1572-834X DOI: 10.1007/s11277-014-1876-y,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_journals_3347046986
A WiFi-Based Weighted Screening Method for Indoor Positioning Systems,,,"Liu, Hung-Huan   Lo, Wei-Hsiang   Tseng, Chih-Cheng   Shin, Haw-Yun",,,,,,,"Past studies of WiFi-based indoor positioning systems (IPS) have mainly been divided into three types of positioning: proximity, trilateration, and scene analysis. This paper proposes a WiFi-based weighted screening method (WSM) to improve displacement error in trilateration. WSM is designed for part of pedestrian navigation in indoor environment which most likely use smart phone as the WiFi signal detector. Thus the less computational power consuming, irregular deploying position of APs and the irregular RSSI variation are all take into consideration when designing WSM. Experiment results show that this method performs better than conventional matrix method and the error correction algorithm, one trilateration in IPS.",,,,Boston: Springer US,,,,,,,Englisch,,Springer Science+Business Media New York 2014 2015 INIST-CNRS,Algorithms    Artificial intelligence    Computer networks    Displacement    Engineering    Methodology    Methods    Navigation    Pedestrians    Realtime . . .    Smartphones    Technology    Telecommunication,,,"Wireless personal communications, 2014-11, Vol.79 (1), p.611-627",,,,,ISSN: 0929-6212 ISSN: 1572-834X EISSN: 1572-834X DOI: 10.1007/s11277-014-1876-y,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_journals_3347046986
Visible Light Positioning for 2D/3D Indoor Environments Using Extreme Learning Algorithms,,,"Pacheco-Valenzuela, Nicolas   Zabala-Blanco, David   Azurdia-Meza, Cesar   Soto, Ismael   Palacios Jativa, Pablo   Ahumada-Garcia, Roberto   Vasquez-Iglesias, Philip   Carreno Mosqueira, Cristobal   Krommenacker, Nicolas   Charpentier, Patrick   Sanchez, Ivan",,,,,,,"This paper tackles indoor receiver localization as a regression task using visible light positioning (VLP). This technology has gained prominence as an alternative to conventional indoor positioning. Traditional systems such as WiFi and ZigBee face notable drawbacks: electromagnetic interference, added infrastructure, limited accuracy, and high deployment costs. In general, classical positioning approaches-lateration, triangulation, proximity, and least squares-typically infer location from measurements like received signal strength (RSS), time of arrival (TOA), time difference of arrival (TDOA), or angle of arrival (AOA). However, in real-world VLP scenarios, these methods face difficulties since they depend on ideal signals, which means unaffected by physical obstacles and perfectly aligned between transmitters and receiver. Our work proposes the application of the extreme learning machine (ELM) algorithm, its regularized version (R-ELM) and the Levenberg-Marquardt algorithm (LMA), to predict the receiver's position based simply on the light signals emitted by light-emitting diodes (LEDs) and captured by a photodiode (PD). To evaluate the overall performance of these models, two experimental datasets were used: one in a 2D environment with 7344 RSS samples and another novel in a 3D environment with 27000 training records and 18000 testing samples by analyzing power spectral densities. To assess performance and analyze parameter optimization of ELM, R-ELM, and LMA, metrics such as root mean square error (  RMSE), correlation coefficient (  R), training and testing times were used. By considering the state of the art, the LMA model proved to be the most accurate in the 2D environment (  RMSE less than 10 cm), although its training time was excessive (over one hour), incompatible with for real-time applications (time variant channels). In contrast, the R-ELM achieved an accuracy of   RMSE = 12.4806 \text cm and completed its training in 31.2 ms (real-time learning), positioning it as a much more efficient alternative compared to LMA. For the 3D dataset, the R-ELM also showed the best overall performance, with an average   RMSE close to 22.4784 cm and a training time of 1.0250 s. Incorporating both the dominant frequency and power as inputs into the ELM enhanced the model's accuracy compared to using each input separately. Lastly,   RMSE was evaluated as a function of the distance from the center of the room of each data set, concluding that the R-ELM is more stable in areas with weak signals or missing data, which is particularly valuable in real environments where the signal is not always homogeneous. Finally, the results demonstrate that it is possible to achieve a precise and fast positioning system based on VLP using the R-ELM, as this model generally achieves higher accuracy and computational efficiency. INDEX TERMS Extreme learning machine (ELM), indoor positioning system (IPS), power spectral density (PSD), received signal strength (RSS), visible light communication (VLC), visible light positioning (VLP).",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2025 CC0 1.0 - Universal",Algorithms    Artificial intelligence    Computer science    Electromagnetic interference    Engineering    Light    Light emitting diodes    Machine learning    Photodiodes    Realtime . . .    Technology    Telecommunication    Training    Triangulation,,,"IEEE access, 2025-01, Vol.13, p.201684-201710",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2025.3637668 CODEN: IAECCG,,DOAJ,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_access_2025_3637668
Visible Light Positioning for 2D/3D Indoor Environments Using Extreme Learning Algorithms,,,"Pacheco-Valenzuela, Nicolas   Zabala-Blanco, David   Azurdia-Meza, Cesar   Soto, Ismael   Palacios Jativa, Pablo   Ahumada-Garcia, Roberto   Vasquez-Iglesias, Philip   Carreno Mosqueira, Cristobal   Krommenacker, Nicolas   Charpentier, Patrick   Sanchez, Ivan",,,,,,,"This paper tackles indoor receiver localization as a regression task using visible light positioning (VLP). This technology has gained prominence as an alternative to conventional indoor positioning. Traditional systems such as WiFi and ZigBee face notable drawbacks: electromagnetic interference, added infrastructure, limited accuracy, and high deployment costs. In general, classical positioning approaches-lateration, triangulation, proximity, and least squares-typically infer location from measurements like received signal strength (RSS), time of arrival (TOA), time difference of arrival (TDOA), or angle of arrival (AOA). However, in real-world VLP scenarios, these methods face difficulties since they depend on ideal signals, which means unaffected by physical obstacles and perfectly aligned between transmitters and receiver. Our work proposes the application of the extreme learning machine (ELM) algorithm, its regularized version (R-ELM) and the Levenberg-Marquardt algorithm (LMA), to predict the receiver's position based simply on the light signals emitted by light-emitting diodes (LEDs) and captured by a photodiode (PD). To evaluate the overall performance of these models, two experimental datasets were used: one in a 2D environment with 7344 RSS samples and another novel in a 3D environment with 27000 training records and 18000 testing samples by analyzing power spectral densities. To assess performance and analyze parameter optimization of ELM, R-ELM, and LMA, metrics such as root mean square error (  RMSE), correlation coefficient (  R), training and testing times were used. By considering the state of the art, the LMA model proved to be the most accurate in the 2D environment (  RMSE less than 10 cm), although its training time was excessive (over one hour), incompatible with for real-time applications (time variant channels). In contrast, the R-ELM achieved an accuracy of   RMSE = 12.4806 \text cm and completed its training in 31.2 ms (real-time learning), positioning it as a much more efficient alternative compared to LMA. For the 3D dataset, the R-ELM also showed the best overall performance, with an average   RMSE close to 22.4784 cm and a training time of 1.0250 s. Incorporating both the dominant frequency and power as inputs into the ELM enhanced the model's accuracy compared to using each input separately. Lastly,   RMSE was evaluated as a function of the distance from the center of the room of each data set, concluding that the R-ELM is more stable in areas with weak signals or missing data, which is particularly valuable in real environments where the signal is not always homogeneous. Finally, the results demonstrate that it is possible to achieve a precise and fast positioning system based on VLP using the R-ELM, as this model generally achieves higher accuracy and computational efficiency. INDEX TERMS Extreme learning machine (ELM), indoor positioning system (IPS), power spectral density (PSD), received signal strength (RSS), visible light communication (VLC), visible light positioning (VLP).",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2025 CC0 1.0 - Universal",Algorithms    Artificial intelligence    Computer science    Electromagnetic interference    Engineering    Light    Light emitting diodes    Machine learning    Photodiodes    Realtime . . .    Technology    Telecommunication    Training    Triangulation,,,"IEEE access, 2025-01, Vol.13, p.201684-201710",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2025.3637668 CODEN: IAECCG,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_access_2025_3637668
Visible Light Positioning for 2D/3D Indoor Environments Using Extreme Learning Algorithms,,,"Pacheco-Valenzuela, Nicolas   Zabala-Blanco, David   Azurdia-Meza, Cesar   Soto, Ismael   Palacios Jativa, Pablo   Ahumada-Garcia, Roberto   Vasquez-Iglesias, Philip   Carreno Mosqueira, Cristobal   Krommenacker, Nicolas   Charpentier, Patrick   Sanchez, Ivan",,,,,,,"This paper tackles indoor receiver localization as a regression task using visible light positioning (VLP). This technology has gained prominence as an alternative to conventional indoor positioning. Traditional systems such as WiFi and ZigBee face notable drawbacks: electromagnetic interference, added infrastructure, limited accuracy, and high deployment costs. In general, classical positioning approaches-lateration, triangulation, proximity, and least squares-typically infer location from measurements like received signal strength (RSS), time of arrival (TOA), time difference of arrival (TDOA), or angle of arrival (AOA). However, in real-world VLP scenarios, these methods face difficulties since they depend on ideal signals, which means unaffected by physical obstacles and perfectly aligned between transmitters and receiver. Our work proposes the application of the extreme learning machine (ELM) algorithm, its regularized version (R-ELM) and the Levenberg-Marquardt algorithm (LMA), to predict the receiver's position based simply on the light signals emitted by light-emitting diodes (LEDs) and captured by a photodiode (PD). To evaluate the overall performance of these models, two experimental datasets were used: one in a 2D environment with 7344 RSS samples and another novel in a 3D environment with 27000 training records and 18000 testing samples by analyzing power spectral densities. To assess performance and analyze parameter optimization of ELM, R-ELM, and LMA, metrics such as root mean square error (  RMSE), correlation coefficient (  R), training and testing times were used. By considering the state of the art, the LMA model proved to be the most accurate in the 2D environment (  RMSE less than 10 cm), although its training time was excessive (over one hour), incompatible with for real-time applications (time variant channels). In contrast, the R-ELM achieved an accuracy of   RMSE = 12.4806 \text cm and completed its training in 31.2 ms (real-time learning), positioning it as a much more efficient alternative compared to LMA. For the 3D dataset, the R-ELM also showed the best overall performance, with an average   RMSE close to 22.4784 cm and a training time of 1.0250 s. Incorporating both the dominant frequency and power as inputs into the ELM enhanced the model's accuracy compared to using each input separately. Lastly,   RMSE was evaluated as a function of the distance from the center of the room of each data set, concluding that the R-ELM is more stable in areas with weak signals or missing data, which is particularly valuable in real environments where the signal is not always homogeneous. Finally, the results demonstrate that it is possible to achieve a precise and fast positioning system based on VLP using the R-ELM, as this model generally achieves higher accuracy and computational efficiency. INDEX TERMS Extreme learning machine (ELM), indoor positioning system (IPS), power spectral density (PSD), received signal strength (RSS), visible light communication (VLC), visible light positioning (VLP).",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2025 CC0 1.0 - Universal",Algorithms    Artificial intelligence    Computer science    Electromagnetic interference    Engineering    Light    Light emitting diodes    Machine learning    Photodiodes    Realtime . . .    Technology    Telecommunication    Training    Triangulation,,,"IEEE access, 2025-01, Vol.13, p.201684-201710",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2025.3637668 CODEN: IAECCG,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_access_2025_3637668
Visible Light Positioning for 2D/3D Indoor Environments Using Extreme Learning Algorithms,,,"Pacheco-Valenzuela, Nicolas   Zabala-Blanco, David   Azurdia-Meza, Cesar   Soto, Ismael   Palacios Jativa, Pablo   Ahumada-Garcia, Roberto   Vasquez-Iglesias, Philip   Carreno Mosqueira, Cristobal   Krommenacker, Nicolas   Charpentier, Patrick   Sanchez, Ivan",,,,,,,"This paper tackles indoor receiver localization as a regression task using visible light positioning (VLP). This technology has gained prominence as an alternative to conventional indoor positioning. Traditional systems such as WiFi and ZigBee face notable drawbacks: electromagnetic interference, added infrastructure, limited accuracy, and high deployment costs. In general, classical positioning approaches-lateration, triangulation, proximity, and least squares-typically infer location from measurements like received signal strength (RSS), time of arrival (TOA), time difference of arrival (TDOA), or angle of arrival (AOA). However, in real-world VLP scenarios, these methods face difficulties since they depend on ideal signals, which means unaffected by physical obstacles and perfectly aligned between transmitters and receiver. Our work proposes the application of the extreme learning machine (ELM) algorithm, its regularized version (R-ELM) and the Levenberg-Marquardt algorithm (LMA), to predict the receiver's position based simply on the light signals emitted by light-emitting diodes (LEDs) and captured by a photodiode (PD). To evaluate the overall performance of these models, two experimental datasets were used: one in a 2D environment with 7344 RSS samples and another novel in a 3D environment with 27000 training records and 18000 testing samples by analyzing power spectral densities. To assess performance and analyze parameter optimization of ELM, R-ELM, and LMA, metrics such as root mean square error (  RMSE), correlation coefficient (  R), training and testing times were used. By considering the state of the art, the LMA model proved to be the most accurate in the 2D environment (  RMSE less than 10 cm), although its training time was excessive (over one hour), incompatible with for real-time applications (time variant channels). In contrast, the R-ELM achieved an accuracy of   RMSE = 12.4806 \text cm and completed its training in 31.2 ms (real-time learning), positioning it as a much more efficient alternative compared to LMA. For the 3D dataset, the R-ELM also showed the best overall performance, with an average   RMSE close to 22.4784 cm and a training time of 1.0250 s. Incorporating both the dominant frequency and power as inputs into the ELM enhanced the model's accuracy compared to using each input separately. Lastly,   RMSE was evaluated as a function of the distance from the center of the room of each data set, concluding that the R-ELM is more stable in areas with weak signals or missing data, which is particularly valuable in real environments where the signal is not always homogeneous. Finally, the results demonstrate that it is possible to achieve a precise and fast positioning system based on VLP using the R-ELM, as this model generally achieves higher accuracy and computational efficiency. INDEX TERMS Extreme learning machine (ELM), indoor positioning system (IPS), power spectral density (PSD), received signal strength (RSS), visible light communication (VLC), visible light positioning (VLP).",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2025 CC0 1.0 - Universal",Algorithms    Artificial intelligence    Computer science    Electromagnetic interference    Engineering    Light    Light emitting diodes    Machine learning    Photodiodes    Realtime . . .    Technology    Telecommunication    Training    Triangulation,,,"IEEE access, 2025-01, Vol.13, p.201684-201710",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2025.3637668 CODEN: IAECCG,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_access_2025_3637668
Visible Light Positioning for 2D/3D Indoor Environments Using Extreme Learning Algorithms,,,"Pacheco-Valenzuela, Nicolas   Zabala-Blanco, David   Azurdia-Meza, Cesar   Soto, Ismael   Palacios Jativa, Pablo   Ahumada-Garcia, Roberto   Vasquez-Iglesias, Philip   Carreno Mosqueira, Cristobal   Krommenacker, Nicolas   Charpentier, Patrick   Sanchez, Ivan",,,,,,,"This paper tackles indoor receiver localization as a regression task using visible light positioning (VLP). This technology has gained prominence as an alternative to conventional indoor positioning. Traditional systems such as WiFi and ZigBee face notable drawbacks: electromagnetic interference, added infrastructure, limited accuracy, and high deployment costs. In general, classical positioning approaches-lateration, triangulation, proximity, and least squares-typically infer location from measurements like received signal strength (RSS), time of arrival (TOA), time difference of arrival (TDOA), or angle of arrival (AOA). However, in real-world VLP scenarios, these methods face difficulties since they depend on ideal signals, which means unaffected by physical obstacles and perfectly aligned between transmitters and receiver. Our work proposes the application of the extreme learning machine (ELM) algorithm, its regularized version (R-ELM) and the Levenberg-Marquardt algorithm (LMA), to predict the receiver's position based simply on the light signals emitted by light-emitting diodes (LEDs) and captured by a photodiode (PD). To evaluate the overall performance of these models, two experimental datasets were used: one in a 2D environment with 7344 RSS samples and another novel in a 3D environment with 27000 training records and 18000 testing samples by analyzing power spectral densities. To assess performance and analyze parameter optimization of ELM, R-ELM, and LMA, metrics such as root mean square error (  RMSE), correlation coefficient (  R), training and testing times were used. By considering the state of the art, the LMA model proved to be the most accurate in the 2D environment (  RMSE less than 10 cm), although its training time was excessive (over one hour), incompatible with for real-time applications (time variant channels). In contrast, the R-ELM achieved an accuracy of   RMSE = 12.4806 \text cm and completed its training in 31.2 ms (real-time learning), positioning it as a much more efficient alternative compared to LMA. For the 3D dataset, the R-ELM also showed the best overall performance, with an average   RMSE close to 22.4784 cm and a training time of 1.0250 s. Incorporating both the dominant frequency and power as inputs into the ELM enhanced the model's accuracy compared to using each input separately. Lastly,   RMSE was evaluated as a function of the distance from the center of the room of each data set, concluding that the R-ELM is more stable in areas with weak signals or missing data, which is particularly valuable in real environments where the signal is not always homogeneous. Finally, the results demonstrate that it is possible to achieve a precise and fast positioning system based on VLP using the R-ELM, as this model generally achieves higher accuracy and computational efficiency. INDEX TERMS Extreme learning machine (ELM), indoor positioning system (IPS), power spectral density (PSD), received signal strength (RSS), visible light communication (VLC), visible light positioning (VLP).",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2025 CC0 1.0 - Universal",Algorithms    Artificial intelligence    Computer science    Electromagnetic interference    Engineering    Light    Light emitting diodes    Machine learning    Photodiodes    Realtime . . .    Technology    Telecommunication    Training    Triangulation,,,"IEEE access, 2025-01, Vol.13, p.201684-201710",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2025.3637668 CODEN: IAECCG,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_access_2025_3637668
RSSI‐Based Indoor Distance Estimation in Wi‐Fi IoT Application Using AI Approaches,,,"Mane, Sarika   Kulkarni, Makarand   Gupta, Sudha",,,,,,,"In many Internet of Things (IoT) applications, device tracking is required to improve localization‐based services. Distance estimation is a key component of localization methods. Accurate distance estimation helps Wi‐Fi access point's providers, to provide better quality of services (QoS) to connected devices. Distance estimation determines a device's precise location in an environment. In this work, three different scenarios are considered. The work proposes distance estimation using Euclidean distance and the received signal strength indicator (RSSI). This approach eliminates the need for three access points required in the triangulation method. Euclidean distance is measured between access points and devices spread throughout the indoor environment. Random forest (RF) algorithm, K‐nearest neighbor (KNN), Gaussian process (GP), and ant colony optimization (ACO) are used to train the models to correlate Euclidian distances and the RSSI of connected devices. The performance is measured using mean absolute error (MAE). The optimum performance improvement obtained in Scenario 1, for RF, is 41.87%; in Scenario 2, for KNN, it is 37.98%; and in Scenario 3, for RF, it is 56.97%, with respect to earlier reported work. ACO achieves a 78.61% improvement in Scenario 1, 88.57% in Scenario 2, and 50.90% in Scenario 3 over the reported work. Euclidean distance and the received signal strength indicator (RSSI)–based approach has improved the accuracy in distance estimation. This advancement has paved the way for Internet of Things (IoT) applications like indoor navigation systems, asset tracking, and proximity‐based services.",,,,HOBOKEN: Wiley,,,,,,,Englisch,,"2025 John Wiley & Sons Ltd. 2025 John Wiley & Sons, Ltd.",Engineering    Internet of things    Technology    Telecommunication    Triangulation,,,"International journal of communication systems, 2025-03, Vol.38 (5), p.n/a, Article 70008",,,,,ISSN: 1074-5351 EISSN: 1099-1131 DOI: 10.1002/dac.70008,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_1002_dac_70008
Aumento de Precisión en Localización Indoor basado en Redes Neuronales,,,"Gerez, Agustín   Goñi, Oscar Enrique   Leiva, Lucas",,,,,,,"La tecnología WiFi es ampliamente utilizada por un gran número de dispositivos, incluyendo aquellos que componen sistemas de Internet de las Cosas (IoT) y de Inteligencia Artificial (IA). En ambos contextos, el problema de localización ha sido objeto de investigación durante mucho tiempo. En algunos casos, las señales de radio utilizadas para transmitir información son además aprovechadas para realizar estimaciones de posición. Sin embargo, este enfoque se encuentra afectado por la constante fluctuación de la señal. Es posible que al momento de realizar una estimación de posición de un componente emisor, éste se encuentre influenciado por los obstáculos, el multitrayecto y la reflexión de la señal. Sin embargo, su uso mejora cuando se realiza localización espacial considerando diferentes referencias. De esta manera, es posible trazar activos dentro de un ambiente indoor. En este trabajo se analiza la relación de los algoritmos de estimación de distancia utilizando RSSI y triangulación, y se propone una solución basada en Redes Neuronales que combina los resultados de tres algoritmos de estimación de distancia con el fin de aumentar la precisión.",,,,,,,,,,,Englisch Spanisch,,"LICENCIA DE USO: Los documentos a texto completo incluidos en Dialnet son de acceso libre y propiedad de sus autores y/o editores. Por tanto, cualquier acto de reproducción, distribución, comunicación pública y/o transformación total o parcial requiere el consentimiento expreso y escrito de aquéllos. Cualquier enlace al texto completo de estos documentos deberá hacerse a través de la URL oficial de éstos en Dialnet. Más información: https://dialnet.unirioja.es/info/derechosOAI | INTELLECTUAL PROPERTY RIGHTS STATEMENT: Full text documents hosted by Dialnet are protected by copyright and/or related rights. This digital object is accessible without charge, but its use is subject to the licensing conditions set by its authors or editors. Unless expressly stated otherwise in the licensing conditions, you are free to linking, browsing, printing and making a copy for your own personal purposes. All other acts of reproduction and communication to the public are subject to the licensing conditions expressed by editors and authors and require consent from them. Any link to this document should be made using its official URL in Dialnet. More info: https://dialnet.unirioja.es/info/derechosOAI",Triangulation,,,"Revista elektrón, 2020-12, Vol.4 (2), p.74-80",,,,,ISSN: 2525-0159 EISSN: 2525-0159 DOI: 10.37537/rev.elektron.4.2.114.2020,,DOAJ,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_dialnet_primary_oai_dialnet_unirioja_es_ART0001433152
